"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426"
"100",0,0,0,0,0,0,0,61.6164300836033,53.46315835729,97.988978117857,88.0888638008003,87.5520088458867,0,0,0,0,0,0,0,0,0,0,0,69.7685100163905,71.9394079374208,0,0,85.5542296044118,0,0,0,0,0,0,0,0,0,113.461799486816,0,0,0,0,0,0,0,0,0,0,0,0,36.3926889502813,51.8525835888392,36.2286193796455,82.5670506032905,0,48.3146186426032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.995415567211,0,0,0,0,0,0,54.2628779636867,0,98.4400456195135,0,0,0,131.915558064854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0261438202911,0,21.2099729628341,22.1235255342863,67.7560283553384,46.4699078568094,34.8689844929912,52.8153544158867,114.311864457629,0,64.2089650836192,0,0,0,35.263311957413,47.6409767450764,24.8112651162099,41.7823678004486,63.8539968405689,0,0,0,0,0,139.694542206076,81.9898639991269,101.528558080652,0,0,116.034325382857,0,0,0,0,0,0,0,0,0,0,88.2143530103428,0,0,0,0,73.0317441202724,0,0,27.1111226756834,53.437502894439,77.2855175872246,100.051784903467,116.561919635848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.241356453684,33.1052992859576,0,0,0,0,80.0537091994163,66.3552098806422,93.4344760821973,0,0,113.771055630179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.50101117411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,76.5208307876153,74.2703996627138,0,0,111.714520874588,0,0,0,0,0,0,0,0,0,0,0,45.527340534401,53.2034212998822,0,0,65.3538299549975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.094012461836,62.8025530693306,56.7416362550919,0,0,66.1794272184699,0,0,0,0,0,0,0,0,0,0,0,0,0,119.703022400569,118.747246103125,0,0,0,0,0,0,59.1184861380259,0,0,0,0,0,122.194178972412,125.195298266217,121.321333932724,0,0,0,0,0,0,0,0,0,0,0,0,38.4825405512546,21.2099729628341,0,17.7439942615657,44.0422185023614,21.3413612047334,18.2686533553513,48.4122047167333,89.1743404578342,0,0,0,0,0,43.9941193481608,47.1716815961188,33.2242806470966,41.7353985671134,63.6128687638722,0,0,0,0,0,113.242459333079,60.081482175557,79.8488948286246,0,0,91.2342559087622,70.9762152793043,0,0,0,0,0,0,0,0,0,71.4987871581716,0,0,0,0,0,0,0,24.1426675714617,40.4653375650926,71.1013129283015,95.9648458480284,117.071814749171,0,0,0,0,0,0,0,0,0,0,0,0,0,165.884155273438,0,45.0216199963832,32.9997365766086,0,0,0,0,55.3063506108745,44.2222392636371,72.3798123901702,95.9329220321802,0,87.9684682235426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,73.0556908813738,58.8362934130342,89.6724281288964,97.4197133907106,98.4806504465349,0,0,0,0,0,0,0,0,0,0,0,37.7671816295091,55.9467076866807,0,0,67.1230646076158,0,0,0,0,0,0,0,0,0,115.649902065024,0,0,0,0,0,0,0,0,0,0,0,0,54.9844982107032,54.6385304841001,49.9360616945739,82.350973920811,0,69.6350448466851,0,0,0,0,0,0,0,0,0,0,0,0,0,107.560875146599,104.59972498934,0,0,0,0,0,0,53.2952517100658,0,0,0,0,0,111.093880123272,0,110.373058152884,0,0,0,0,0,0,0,0,0,0,0,0,32.9249933450029,22.1235255342863,17.7439942615657,0,30.096377766024,22.7291675448437,32.969253447955,26.227419264096,81.8946662763985,0,0,0,0,0,34.2824592103653,30.6488369250081,19.7888778430899,51.235880694592,62.6386484802647,0,0,0,0,0,106.744755981646,56.042223495367,76.3759120927236,0,0,88.668293884708,69.6471823005877,0,0,0,0,0,0,0,0,0,69.7966135237374,0,0,0,0,71.3944033760743,0,0,38.8635129768353,49.6443802967306,72.0509699250829,91.2571069987712,102.875823319905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3595425354783,14.1706286585472,0,0,0,0,45.3613710684322,40.862885227107,69.2587345074548,93.8941002756455,0,83.0141111106981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,79.0454564531411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2102170562281,66.4853835142515,0,0,72.0363964120602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.145978244146,0,0,0,202.673351015363,0,0,0,174.642678862039,156.36303043731,152.859993685662,0,0,0,0,0,153.484230232144,0,0,0,0,0,0,153.590473855736,160.166506350736,160.35717962063,0,0,0,0,0,0,0,0,0,0,0,0,90.298868974661,67.7560283553384,44.0422185023614,30.096377766024,0,23.0516117928672,47.8475953885809,52.3401875095198,31.495087617666,0,0,0,0,0,91.1548800908462,77.3310136725779,66.868220414994,0,0,0,0,0,0,0,47.6462937699701,38.6353984362034,38.5170224475267,0,0,41.015783334612,72.0085698528821,100.960469039731,0,0,0,0,0,0,97.317896206941,0,79.0433428966782,83.5083066975939,73.4265238091563,0,81.2667736422886,0,0,0,65.0053576624417,68.7553362840301,0,73.4833997097867,78.8782476014393,0,0,0,0,0,0,0,0,0,0,0,0,162.090255737305,187.056265694754,0,21.6738241625254,36.7732672554095,0,0,146.539735111788,0,17.7018685013134,34.4463154228702,41.7853811739094,75.2027940441091,0,22.2012457452144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.373989661873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,0,0,88.5093455010186,72.9874692561385,99.632782011931,102.191549647819,105.038228068631,0,0,0,0,0,0,0,0,0,0,0,22.7788246956809,26.429108970697,0,0,40.2682438695955,0,0,0,0,0,0,0,0,0,103.161327031968,0,0,0,0,0,118.753224154554,0,0,0,0,0,0,65.3433707214437,0,70.960304914799,0,0,86.4882741826158,0,0,0,0,0,0,0,0,0,0,0,0,0,124.088761084625,121.143462802658,0,0,0,0,0,0,73.265611187536,0,0,0,0,0,119.506350359328,123.477076897886,123.27187282629,0,0,0,0,0,0,0,0,0,103.625019728375,0,0,62.5078440823698,46.4699078568094,21.3413612047334,22.7291675448437,23.0516117928672,0,22.0544915376396,50.0257233734957,62.6811975980522,0,0,0,0,0,63.4316043477918,54.0823323742269,46.6341746872144,61.8070912767522,60.3481678228861,0,0,0,0,0,83.0794557979767,29.4567716176952,53.285131931869,0,0,63.4779503061661,47.1801461722899,0,0,0,0,0,0,0,0,0,48.5095455958974,0,0,0,0,0,0,0,40.6049968176824,39.1061185576602,74.4337488222563,0,89.9071387978062,0,0,0,0,0,0,0,0,0,0,0,0,0,206.442929077148,0,31.8573035368108,31.9782237947808,0,0,112.050592252675,0,30.6571823807166,21.7144649911263,40.9079541943937,69.99299903809,0,63.0280207716924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",0,0,0,0,0,0,0,85.4628794721584,79.8128090761818,114.691131862111,105.892410420241,110.05269043005,0,0,0,0,0,0,0,0,0,0,0,45.6033207658284,29.0954937654461,133.085327946553,0,48.2160073302732,0,0,0,0,0,0,0,0,0,92.3859027855815,0,118.492001404437,125.83942793595,0,0,122.696531920875,0,0,0,0,0,0,70.0236497455796,68.8444456964039,66.2763880236816,113.306513387985,0,73.5653771581518,0,0,0,0,0,0,0,0,0,0,129.504860564066,126.980693611503,0,135.044504625561,133.414566937479,0,0,0,0,0,0,71.8100101158196,0,85.7495973818561,0,0,0,127.38219390274,131.205957237567,137.431986399475,0,0,0,0,0,0,0,0,0,114.470701951996,122.23063797825,125.02256204776,54.3114387586729,34.8689844929912,18.2686533553513,32.969253447955,47.8475953885809,22.0544915376396,0,64.9761887726234,84.4591712409643,0,0,0,0,0,59.7858849952046,60.9016809494384,47.2414514462894,43.1314335227476,69.5042401031737,0,0,0,0,0,103.07345119633,50.8845490487989,69.4373322159472,0,0,81.9163570106036,58.4887573685912,0,0,0,0,0,0,0,0,0,57.346801823901,0,0,0,0,74.8320661737323,0,0,23.6534637321988,24.3332430842398,65.5795215868246,0,109.514342478479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4851995690084,46.7209196283007,0,0,0,0,55.3563884310046,40.9646953116179,59.3658811501609,84.1484419253001,0,82.3434835529043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,0,0,0,0,0,70.7180606084855,72.7188485820188,79.54878283915,90.4760680837205,86.1844247990106,0,0,0,0,0,0,0,0,0,0,0,64.9674058787178,88.1764195694416,0,0,95.9899254560347,0,0,0,0,0,0,0,0,0,124.542321388972,0,0,102.195771628842,0,81.0974858046549,0,0,0,0,0,0,0,74.5607844950062,75.0104393751747,62.1388480014488,0,0,77.0999720450996,0,0,0,0,0,0,92.4561597902207,0,0,0,0,0,0,0,82.1404613622894,0,0,0,0,0,75.2787271406151,71.3715669203691,0,0,0,0,0,92.2755599830086,87.7047535937131,80.3339109260284,0,0,0,89.4571788008925,0,0,0,0,0,0,0,0,55.9588924191548,52.8153544158867,48.4122047167333,26.227419264096,52.3401875095198,50.0257233734957,64.9761887726234,0,101.434097486961,0,18.977161756411,0,0,0,50.0469636376322,25.8276663994297,25.142428773545,80.6705471976856,87.7917286740176,0,0,0,0,0,70.1447278754678,85.6410309149803,103.046599638176,0,0,97.5900040504209,0,0,0,0,0,0,0,0,0,0,96.3185299973576,0,0,0,0,96.4270724748748,0,0,68.1343021004558,83.6711591951408,103.138693989468,0,113.544839001584,0,0,0,0,0,0,0,0,0,0,0,0,114.669745959578,117.741682854153,0,20.3931312914189,15.9133457881674,0,0,79.9969867380297,0,74.0745028417865,70.1189858060143,97.8331184410291,96.875233550724,0,32.9262784226488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.645292852763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.547078177499,134.790322451603,0,0,0,0,0,0,0,0,0,0,132.73997040169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,101.21511631263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2476266222666,78.9432668593919,0,0,78.1435074642855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.33635965983,0,0,0,0,183.65909007853,181.661574938781,0,0,0,0,0,177.894255405376,0,0,0,0,0,0,189.309013652551,191.28139053171,194.189220225711,191.157587209689,0,0,0,0,0,0,0,0,0,0,0,130.540409182786,114.311864457629,89.1743404578342,81.8946662763985,31.495087617666,62.6811975980522,84.4591712409643,101.434097486961,0,0,0,0,0,0,128.630315874901,0,109.120041447958,0,0,0,0,0,0,0,22.336126260389,38.3721047523487,26.9532680752977,0,0,30.5109443129213,51.685137800064,91.1030061003717,83.6054994243702,0,0,0,0,0,117.399039273192,0,73.4900663813452,102.219668671604,98.0035325484828,0,106.991447288784,0,0,0,0,0,0,96.5469859254964,106.109336017973,0,0,0,0,0,0,0,0,0,0,0,0,160.715721130371,0,0,55.4374402588153,92.6388535968187,0,0,174.393921540381,0,19.2177467508598,46.0614406922803,35.1555594278166,65.2183024440245,0,17.4733574648509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,93.8816551596417,91.8377135438555,89.1249136721013,89.6549672931343,92.3063410750989,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2541812126864,0,0,0,0,0,0,0,0,0,0,118.597458527174,109.523888428857,0,107.039652931406,92.7851836000093,0,81.0668353534756,79.2500069991103,0,0,0,0,0,0,90.2201237263292,92.0780758142361,82.3346098922962,92.7555993938448,96.4518216244592,77.8808218820159,0,0,0,0,0,0,74.3228449714348,0,0,0,74.5991877963114,67.1823680144548,0,73.7490634340906,72.2341557627783,101.628484656089,0,0,0,0,76.6899011589367,43.0035486927435,0,82.6822407027609,0,0,0,78.9732568932054,86.8215656436923,76.3534138172304,80.8359739791738,0,96.0971172375459,118.706812290201,0,0,0,0,0,73.1361140221508,72.3634837536166,70.0196779352129,56.8116918742151,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8269325216828,20.3108903105099,30.0072653493572,76.4560600687541,88.8401120611655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4844316111726,0,0,73.8808257927863,84.9145306229305,105.646828390328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3413903938747,72.6331828979043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.183736878527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.570851519361,128.501532057284,0,0,0,0,0,0,0,0,0,0,0,0,0,84.1337366583987,0,98.950683560315,0,0,114.662866204769,0,0,0,120.014957189311,120.037770755659,0,127.095196563791,0,0,120.622584366314,132.266546239656,0,0,0,135.348004385104,0,0,0,0,0,125.172741155634,0,0,0,0,0,0,0,0,0,0,0,124.761573332428,121.396077642131,121.204732389878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0,0,0,0,0,0,87.8867032938846,93.1014551954317,81.0159285017155,85.0251223243851,84.3236720736738,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4021974521023,0,0,0,0,0,0,0,0,0,0,120.903221340147,115.196421308472,0,103.936887126183,92.4268506497639,0,79.2103783463509,76.0291314950391,0,0,0,0,0,0,93.8171383979128,96.7317208908838,80.5559502078311,83.0673396373382,86.1432677186678,86.664970010459,0,0,0,0,0,0,76.8851414450902,0,0,0,0,0,0,0,69.724809186346,90.3264417081491,0,0,0,0,72.0946526704855,71.3408801395873,0,91.2296840413834,0,0,0,74.0609477029855,76.8432368122083,69.568139169425,73.1800332495689,0,83.927957504788,100.46503639689,0,0,0,0,0,68.8376144818855,0,0,61.0181712394232,64.2089650836192,0,0,0,0,0,18.977161756411,0,0,0,0,0,0,50.6477355298734,16.9998575298961,26.4286102045872,96.0772484714752,104.949283379948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.81126833326,0,0,86.6171649557036,99.6629380614438,121.107581916978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.265769484838,0,0,0,0,79.337524706573,70.0433344065593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.817220387541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.652291323839,129.275070952505,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4984537488449,0,0,0,0,121.418245491756,0,0,0,124.76170082967,0,134.664554821217,132.182075211691,0,0,124.996758006931,0,0,0,0,0,0,0,0,0,0,128.178702302813,0,135.252076461716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6002342199434,0,0,61.3464261075696,58.6319108276542,52.6377784774349,0,0,94.4421567678116,0,122.50595485646,88.9847219396277,0,0,0,70.8601273799729,72.285233055603,0,0,0,0,0,0,0,125.833583219846,122.667566187684,106.779317709058,61.253271221224,79.1651366521393,70.1605995606117,56.0438525465714,0,40.9735953964644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6324894462448,37.9590905846076,17.380668743337,0,0,0,89.6684887406764,112.44838619853,0,0,0,0,0,0,0,0,61.4223466266412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4669541643162,0,0,0,0,0,0,0,69.0160423876795,40.3391392661833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.118225045738,0,0,0,0,0,0,0,0,0,0,0
